stem_hi1.aif,stem_hi2.aif,stem_mid.aif,stem_low1.aif,stem_low2.aif
0.001,0.019,0.387,0.000,0.018
0.001,0.021,0.365,0.000,0.019
0.011,0.015,0.344,0.000,0.018
0.082,0.017,0.378,0.000,0.046
0.160,0.015,0.360,0.000,0.249
0.095,0.016,0.333,0.000,0.336
0.042,0.021,0.348,0.000,0.179
0.018,0.018,0.348,0.000,0.080
0.009,0.017,0.361,0.000,0.043
0.005,0.022,0.354,0.000,0.028
0.004,0.018,0.355,0.000,0.017
0.003,0.023,0.370,0.000,0.016
0.008,0.028,0.356,0.024,0.015
0.077,0.020,0.371,0.272,0.024
0.272,0.016,0.362,0.866,0.106
0.210,0.014,0.336,0.713,0.303
0.154,0.019,0.322,0.603,0.631
0.144,0.016,0.290,0.579,0.785
0.117,0.020,0.282,0.488,0.824
0.089,0.014,0.278,0.450,0.761
0.067,0.015,0.249,0.391,0.604
0.046,0.020,0.249,0.260,0.583
0.039,0.016,0.257,0.196,0.643
0.035,0.016,0.235,0.083,0.661
0.037,0.017,0.244,0.028,0.586
0.056,0.017,0.244,0.012,0.534
0.064,0.017,0.219,0.017,0.572
0.034,0.019,0.219,0.015,0.607
0.015,0.016,0.202,0.013,0.569
0.010,0.015,0.211,0.008,0.499
0.006,0.021,0.211,0.004,0.512
0.004,0.021,0.185,0.001,0.561
0.002,0.016,0.195,0.000,0.553
0.002,0.018,0.207,0.000,0.484
0.002,0.019,0.187,0.008,0.474
0.013,0.016,0.186,0.161,0.517
0.106,0.019,0.196,0.777,0.532
0.235,0.017,0.183,0.770,0.484
0.231,0.013,0.182,0.603,0.447
0.168,0.013,0.173,0.601,0.475
0.121,0.013,0.196,0.513,0.505
0.090,0.017,0.189,0.475,0.480
0.070,0.020,0.186,0.405,0.425
0.053,0.025,0.185,0.284,0.439
0.043,0.021,0.177,0.220,0.477
0.036,0.018,0.166,0.107,0.472
0.035,0.021,0.157,0.035,0.417
0.042,0.021,0.155,0.011,0.382
0.051,0.017,0.171,0.017,0.357
0.053,0.017,0.167,0.015,0.427
0.043,0.016,0.148,0.014,0.983
0.035,0.019,0.158,0.009,0.849
0.026,0.018,0.153,0.005,0.667
0.019,0.015,0.149,0.001,0.647
0.016,0.010,0.153,0.000,0.702
0.013,0.016,0.150,0.000,0.689
0.016,0.022,0.145,0.000,0.594
0.148,0.034,0.141,0.000,0.549
0.795,0.050,0.135,0.000,0.611
0.750,0.019,0.153,0.000,0.571
0.429,0.018,0.149,0.000,0.255
0.218,0.016,0.134,0.000,0.169
0.088,0.014,0.150,0.000,0.134
0.039,0.013,0.155,0.000,0.117
0.019,0.016,0.144,0.000,0.114
0.012,0.019,0.141,0.000,0.094
0.008,0.017,0.153,0.000,0.072
0.006,0.014,0.139,0.000,0.060
0.005,0.017,0.153,0.000,0.048
0.004,0.026,0.149,0.000,0.035
0.004,0.024,0.144,0.000,0.028
0.004,0.015,0.143,0.000,0.037
0.003,0.013,0.139,0.000,0.039
0.003,0.016,0.135,0.000,0.043
0.003,0.015,0.146,0.000,0.048
0.003,0.016,0.145,0.000,0.033
0.003,0.016,0.131,0.000,0.023
0.002,0.016,0.148,0.000,0.029
0.002,0.013,0.142,0.000,0.033
0.002,0.014,0.126,0.000,0.033
0.004,0.014,0.135,0.000,0.022
0.014,0.018,0.141,0.000,0.025
0.019,0.016,0.147,0.000,0.022
0.013,0.017,0.148,0.000,0.020
0.010,0.023,0.122,0.000,0.020
0.006,0.019,0.143,0.000,0.019
0.004,0.019,0.136,0.000,0.018
0.003,0.017,0.118,0.000,0.018
0.002,0.013,0.128,0.000,0.020
0.001,0.018,0.142,0.000,0.023
0.001,0.017,0.146,0.000,0.018
0.007,0.015,0.156,0.000,0.056
0.031,0.013,0.165,0.000,0.317
0.039,0.016,0.189,0.000,0.364
0.039,0.015,0.238,0.000,0.202
0.023,0.019,0.218,0.000,0.133
0.015,0.022,0.196,0.000,0.077
0.010,0.022,0.244,0.000,0.036
0.006,0.019,0.237,0.000,0.022
0.004,0.021,0.218,0.000,0.017
0.003,0.025,0.271,0.000,0.023
0.001,0.024,0.277,0.044,0.029
0.003,0.021,0.279,0.399,0.033
0.015,0.019,0.271,0.949,0.087
0.021,0.016,0.318,0.694,0.191
0.012,0.020,0.309,0.610,0.422
0.008,0.022,0.284,0.570,0.731
0.006,0.019,0.305,0.488,0.705
0.004,0.018,0.302,0.430,0.668
0.002,0.022,0.270,0.378,0.641
0.002,0.019,0.284,0.252,0.615
0.001,0.021,0.265,0.181,0.612
0.001,0.020,0.289,0.072,0.610
0.004,0.018,0.309,0.024,0.607
0.017,0.016,0.305,0.008,0.603
0.021,0.020,0.378,0.007,0.599
0.023,0.024,0.505,0.002,0.593
0.014,0.021,0.513,0.001,0.587
0.007,0.018,0.477,0.000,0.582
0.004,0.016,0.491,0.000,0.575
0.003,0.018,0.499,0.000,0.568
0.002,0.020,0.466,0.000,0.560
0.001,0.015,0.468,0.000,0.552
0.001,0.017,0.435,0.000,0.545
0.004,0.016,0.421,0.000,0.536
0.023,0.017,0.392,0.000,0.527
0.030,0.023,0.341,0.000,0.518
0.019,0.016,0.256,0.000,0.510
0.011,0.019,0.231,0.000,0.501
0.006,0.018,0.217,0.000,0.495
0.004,0.033,0.229,0.000,0.489
0.003,0.048,0.229,0.000,0.485
0.002,0.022,0.222,0.000,0.481
0.002,0.019,0.215,0.000,0.477
0.023,0.019,0.207,0.000,0.474
0.258,0.014,0.208,0.000,0.470
0.880,0.016,0.236,0.000,0.466
0.664,0.017,0.272,0.000,0.440
0.377,0.019,0.252,0.000,0.362
0.181,0.021,0.276,0.000,0.371
0.071,0.022,0.231,0.000,0.496
0.032,0.017,0.215,0.000,0.438
0.016,0.018,0.202,0.000,0.406
0.010,0.018,0.191,0.000,0.387
0.007,0.020,0.189,0.000,0.379
0.006,0.019,0.192,0.000,0.370
0.005,0.017,0.196,0.000,0.364
0.005,0.019,0.209,0.000,0.357
0.004,0.024,0.221,0.000,0.353
0.004,0.023,0.231,0.000,0.339
0.003,0.022,0.245,0.000,0.253
0.003,0.017,0.250,0.000,0.114
0.003,0.021,0.250,0.000,0.034
0.002,0.027,0.246,0.000,0.015
0.002,0.020,0.246,0.000,0.007
0.002,0.021,0.245,0.000,0.005
0.002,0.026,0.244,0.002,0.004
0.002,0.020,0.245,0.115,0.004
0.005,0.020,0.261,0.726,0.003
0.015,0.021,0.308,0.866,0.003
0.015,0.016,0.422,0.641,0.003
0.009,0.018,0.449,0.624,0.003
0.006,0.018,0.429,0.530,0.002
0.004,0.017,0.440,0.482,0.002
0.002,0.018,0.396,0.427,0.002
0.002,0.019,0.381,0.315,0.002
0.001,0.018,0.325,0.234,0.002
0.000,0.019,0.345,0.131,0.002
0.001,0.017,0.359,0.044,0.003
0.001,0.016,0.335,0.012,0.013
0.002,0.018,0.311,0.008,0.063
0.002,0.019,0.360,0.005,0.322
0.002,0.017,0.351,0.002,0.255
0.001,0.013,0.293,0.001,0.131
0.001,0.014,0.310,0.000,0.076
0.001,0.029,0.291,0.000,0.040
0.001,0.036,0.326,0.000,0.023
0.001,0.020,0.293,0.000,0.014
0.001,0.019,0.262,0.000,0.016
0.001,0.019,0.312,0.000,0.022
0.007,0.017,0.289,0.000,0.023
0.032,0.022,0.263,0.000,0.046
0.043,0.029,0.257,0.000,0.204
0.031,0.022,0.283,0.000,0.257
0.022,0.020,0.283,0.000,0.164
0.015,0.012,0.248,0.000,0.114
0.010,0.013,0.244,0.000,0.070
0.007,0.013,0.242,0.000,0.055
0.005,0.020,0.275,0.000,0.028
0.003,0.019,0.244,0.000,0.019
0.003,0.018,0.219,0.060,0.020
0.009,0.018,0.268,0.484,0.019
0.030,0.018,0.254,0.953,0.022
0.027,0.014,0.252,0.689,0.076
0.015,0.015,0.214,0.622,0.252
0.008,0.017,0.241,0.557,0.536
0.004,0.016,0.236,0.490,0.421
0.002,0.016,0.218,0.425,0.364
0.002,0.021,0.206,0.361,0.344
0.001,0.019,0.227,0.247,0.329
0.001,0.019,0.235,0.168,0.314
0.001,0.020,0.209,0.063,0.299
0.005,0.026,0.209,0.021,0.285
0.014,0.022,0.226,0.014,0.271
0.020,0.016,0.239,0.016,0.260
0.022,0.018,0.234,0.015,0.247
0.014,0.019,0.192,0.012,0.235
0.007,0.021,0.200,0.007,0.222
0.005,0.018,0.220,0.003,0.210
0.003,0.013,0.212,0.000,0.201
0.002,0.013,0.192,0.000,0.191
0.001,0.013,0.194,0.000,0.181
0.001,0.015,0.218,0.033,0.173
0.002,0.015,0.200,0.327,0.162
0.007,0.013,0.184,0.928,0.155
0.012,0.015,0.192,0.714,0.148
0.010,0.015,0.209,0.603,0.141
0.005,0.010,0.197,0.578,0.135
0.003,0.010,0.171,0.487,0.128
0.002,0.009,0.186,0.449,0.121
0.002,0.015,0.191,0.388,0.116
0.001,0.016,0.179,0.259,0.111
0.001,0.014,0.148,0.194,0.106
0.001,0.017,0.143,0.083,0.101
0.006,0.017,0.164,0.028,0.100
0.039,0.017,0.170,0.012,0.105
0.079,0.015,0.150,0.017,0.151
0.058,0.014,0.138,0.015,0.508
0.032,0.015,0.146,0.013,0.612
0.016,0.011,0.150,0.008,0.475
0.008,0.014,0.150,0.004,0.438
0.005,0.016,0.152,0.001,0.412
0.003,0.019,0.175,0.000,0.408
0.003,0.015,0.160,0.000,0.401
0.025,0.012,0.137,0.000,0.389
0.263,0.013,0.173,0.000,0.381
0.886,0.014,0.177,0.000,0.377
0.705,0.016,0.161,0.000,0.369
0.477,0.013,0.140,0.000,0.357
0.309,0.012,0.137,0.000,0.351
0.203,0.016,0.160,0.000,0.348
0.154,0.017,0.175,0.000,0.341
0.127,0.020,0.147,0.000,0.332
0.101,0.021,0.188,0.000,0.331
0.087,0.017,0.168,0.000,0.332
0.074,0.015,0.164,0.000,0.320
0.065,0.015,0.159,0.000,0.309
0.063,0.015,0.148,0.000,0.305
0.064,0.025,0.116,0.000,0.299
0.059,0.067,0.106,0.000,0.290
0.045,0.060,0.095,0.000,0.284
0.035,0.013,0.103,0.000,0.278
0.026,0.017,0.116,0.000,0.270
0.019,0.017,0.096,0.000,0.259
0.017,0.017,0.092,0.000,0.251
0.015,0.020,0.107,0.000,0.246
0.012,0.014,0.100,0.000,0.239
0.008,0.017,0.096,0.000,0.231
0.006,0.017,0.085,0.000,0.235
0.013,0.017,0.093,0.000,0.225
0.016,0.017,0.098,0.000,0.377
0.015,0.020,0.086,0.000,0.716
0.011,0.012,0.086,0.000,0.640
0.007,0.016,0.098,0.000,0.588
0.004,0.017,0.097,0.000,0.550
0.003,0.018,0.080,0.000,0.531
0.002,0.019,0.094,0.000,0.519
0.002,0.024,0.104,0.000,0.518
0.002,0.023,0.087,0.000,0.509
0.010,0.015,0.083,0.000,0.523
0.034,0.020,0.084,0.000,0.628
0.039,0.018,0.093,0.000,0.608
0.034,0.018,0.086,0.000,0.588
0.020,0.019,0.075,0.000,0.535
0.014,0.017,0.082,0.000,0.494
0.009,0.017,0.093,0.000,0.481
0.006,0.016,0.120,0.000,0.469
0.004,0.019,0.171,0.000,0.468
0.002,0.018,0.159,0.000,0.458
0.001,0.022,0.142,0.068,0.458
0.006,0.017,0.191,0.503,0.439
0.022,0.021,0.143,0.890,0.339
0.021,0.021,0.150,0.676,0.352
0.014,0.018,0.129,0.626,0.860
0.007,0.021,0.171,0.540,0.809
0.004,0.017,0.140,0.491,0.456
0.003,0.017,0.167,0.429,0.309
0.002,0.021,0.145,0.342,0.614
0.001,0.016,0.152,0.242,0.650
0.001,0.017,0.148,0.154,0.572
0.002,0.022,0.145,0.055,0.535
0.006,0.022,0.197,0.018,0.506
0.016,0.021,0.174,0.015,0.496
0.021,0.023,0.203,0.016,0.488
0.022,0.018,0.216,0.015,0.478
0.013,0.017,0.220,0.011,0.476
0.007,0.029,0.218,0.007,0.470
0.004,0.057,0.210,0.002,0.470
0.002,0.028,0.214,0.000,0.464
0.002,0.032,0.208,0.000,0.466
0.001,0.029,0.187,0.000,0.463
0.001,0.023,0.193,0.000,0.463
0.007,0.019,0.203,0.000,0.460
0.030,0.026,0.186,0.000,0.457
0.030,0.026,0.174,0.000,0.457
0.017,0.023,0.177,0.000,0.453
0.009,0.026,0.169,0.000,0.453
0.005,0.020,0.181,0.000,0.447
0.004,0.022,0.154,0.000,0.445
0.003,0.025,0.159,0.000,0.439
0.002,0.026,0.170,0.000,0.438
0.002,0.027,0.131,0.000,0.433
0.052,0.024,0.135,0.000,0.429
0.417,0.024,0.127,0.000,0.425
0.896,0.026,0.273,0.000,0.427
0.587,0.025,0.471,0.000,0.474
0.319,0.020,0.454,0.000,0.675
0.146,0.021,0.419,0.000,0.729
0.056,0.017,0.376,0.000,0.679
0.026,0.017,0.403,0.000,0.521
0.014,0.023,0.388,0.000,0.421
0.009,0.019,0.360,0.000,0.436
0.007,0.016,0.375,0.000,0.414
0.006,0.022,0.381,0.000,0.399
0.005,0.020,0.359,0.000,0.390
0.005,0.019,0.350,0.000,0.378
0.004,0.017,0.360,0.000,0.322
0.004,0.020,0.350,0.000,0.189
0.003,0.019,0.360,0.000,0.098
0.003,0.016,0.343,0.000,0.060
0.003,0.017,0.329,0.000,0.035
0.002,0.019,0.360,0.000,0.019
0.002,0.017,0.338,0.000,0.011
0.002,0.021,0.324,0.000,0.008
0.002,0.022,0.352,0.010,0.006
0.004,0.021,0.317,0.177,0.005
0.017,0.016,0.323,0.778,0.005
0.033,0.014,0.333,0.761,0.004
0.018,0.015,0.299,0.601,0.003
0.011,0.015,0.316,0.598,0.003
0.005,0.022,0.317,0.513,0.002
0.003,0.017,0.291,0.474,0.002
0.002,0.018,0.311,0.402,0.002
0.002,0.019,0.309,0.283,0.002
0.001,0.021,0.271,0.217,0.002
0.001,0.021,0.293,0.105,0.002
0.003,0.017,0.289,0.035,0.011
0.021,0.017,0.267,0.012,0.046
0.041,0.021,0.285,0.017,0.122
0.034,0.021,0.266,0.015,0.266
0.017,0.022,0.262,0.014,0.610
0.011,0.018,0.287,0.009,0.882
0.007,0.022,0.250,0.005,0.925
0.004,0.025,0.256,0.001,0.783
0.002,0.029,0.266,0.000,0.625
0.002,0.026,0.240,0.000,0.643
0.001,0.021,0.254,0.000,0.733
0.003,0.020,0.246,0.000,0.714
0.032,0.019,0.241,0.000,0.610
0.131,0.024,0.241,0.000,0.625
0.141,0.045,0.234,0.000,0.724
0.064,0.052,0.237,0.000,0.430
0.029,0.021,0.240,0.000,0.159
0.013,0.027,0.231,0.000,0.107
0.007,0.027,0.219,0.000,0.085
0.004,0.021,0.218,0.000,0.061
0.003,0.018,0.236,0.000,0.044
0.003,0.017,0.207,0.000,0.049
0.027,0.021,0.207,0.088,0.066
0.173,0.023,0.230,0.585,0.101
0.277,0.019,0.202,0.871,0.199
0.170,0.020,0.218,0.665,0.433
0.150,0.018,0.215,0.629,0.797
0.135,0.017,0.187,0.533,0.752
0.101,0.019,0.232,0.488,0.614
0.079,0.016,0.204,0.429,0.745
0.056,0.018,0.182,0.328,0.612
0.043,0.017,0.221,0.237,0.577
0.037,0.019,0.195,0.141,0.704
0.035,0.018,0.188,0.048,0.583
0.041,0.015,0.205,0.015,0.592
0.067,0.019,0.177,0.015,0.681
0.050,0.022,0.180,0.015,0.550
0.022,0.027,0.183,0.015,0.610
0.012,0.024,0.167,0.011,0.649
0.008,0.022,0.174,0.006,0.527
0.004,0.019,0.178,0.002,0.620
0.003,0.018,0.161,0.000,0.612
0.002,0.024,0.166,0.000,0.510
0.002,0.025,0.169,0.000,0.622
0.004,0.020,0.154,0.056,0.575
0.040,0.020,0.168,0.430,0.506
0.178,0.020,0.166,0.897,0.618
0.245,0.021,0.153,0.690,0.542
0.201,0.018,0.171,0.622,0.513
0.143,0.015,0.165,0.557,0.605
0.105,0.016,0.153,0.489,0.514
0.079,0.019,0.168,0.424,0.524
0.062,0.020,0.160,0.359,0.586
0.048,0.017,0.153,0.246,0.490
0.040,0.020,0.164,0.166,0.536
0.035,0.023,0.151,0.062,0.558
0.038,0.026,0.151,0.021,0.443
0.046,0.021,0.161,0.014,0.465
0.054,0.020,0.146,0.016,0.389
0.048,0.022,0.149,0.015,0.735
0.039,0.016,0.157,0.012,0.798
0.030,0.012,0.143,0.007,0.606
0.022,0.013,0.145,0.003,0.563
0.018,0.015,0.150,0.000,0.551
0.015,0.012,0.137,0.000,0.535
0.012,0.012,0.144,0.000,0.522
0.062,0.017,0.139,0.000,0.509
0.418,0.015,0.127,0.000,0.505
0.877,0.013,0.141,0.000,0.498
0.541,0.012,0.141,0.000,0.484
0.289,0.016,0.134,0.000,0.481
0.131,0.029,0.142,0.000,0.477
0.051,0.032,0.136,0.000,0.466
0.024,0.018,0.134,0.000,0.461
0.013,0.015,0.140,0.000,0.459
0.008,0.013,0.132,0.000,0.452
0.006,0.015,0.139,0.000,0.444
0.005,0.014,0.142,0.000,0.444
0.004,0.019,0.159,0.000,0.438
0.004,0.020,0.280,0.000,0.428
0.003,0.011,0.322,0.000,0.428
0.003,0.010,0.361,0.000,0.425
0.002,0.011,0.306,0.000,0.417
0.001,0.015,0.292,0.000,0.413
0.000,0.013,0.285,0.000,0.411
0.000,0.013,0.305,0.000,0.404
0.000,0.011,0.301,0.000,0.396
0.000,0.012,0.270,0.000,0.395
0.000,0.013,0.301,0.000,0.387
0.000,0.011,0.313,0.000,0.377
0.000,0.012,0.281,0.000,0.371
0.000,0.014,0.280,0.000,0.333
0.000,0.012,0.278,0.000,0.255
0.000,0.010,0.271,0.000,0.230
0.000,0.013,0.295,0.000,0.257
0.000,0.011,0.279,0.000,0.252
0.000,0.015,0.262,0.000,0.230
0.000,0.016,0.297,0.000,0.220
0.000,0.016,0.303,0.000,0.215
0.000,0.021,0.277,0.000,0.210
0.000,0.021,0.328,0.000,0.205
0.000,0.014,0.349,0.000,0.202
0.000,0.014,0.294,0.000,0.199
0.001,0.018,0.317,0.000,0.194
0.008,0.016,0.287,0.000,0.192
0.018,0.019,0.313,0.000,0.189
0.013,0.017,0.329,0.000,0.185
0.008,0.011,0.323,0.000,0.182
0.005,0.014,0.358,0.000,0.179
0.003,0.013,0.370,0.000,0.177
0.002,0.013,0.366,0.001,0.174
0.002,0.013,0.335,0.113,0.172
0.008,0.013,0.266,0.660,0.168
0.019,0.013,0.176,0.833,0.141
0.017,0.014,0.166,0.640,0.191
0.010,0.012,0.128,0.622,0.341
0.007,0.010,0.109,0.529,0.870
0.005,0.013,0.102,0.480,0.913
0.003,0.016,0.101,0.424,0.862
0.002,0.015,0.099,0.313,0.787
0.001,0.012,0.098,0.231,0.739
0.001,0.012,0.097,0.128,0.732
0.002,0.015,0.113,0.043,0.717
0.010,0.018,0.181,0.011,0.699
0.021,0.019,0.175,0.008,0.683
0.023,0.018,0.159,0.005,0.669
0.020,0.013,0.130,0.002,0.655
0.010,0.014,0.103,0.001,0.641
0.006,0.012,0.090,0.000,0.630
0.004,0.011,0.088,0.000,0.620
0.002,0.012,0.087,0.000,0.613
0.001,0.015,0.085,0.000,0.607
0.001,0.015,0.085,0.000,0.602
0.001,0.012,0.086,0.000,0.598
0.001,0.012,0.107,0.000,0.595
0.000,0.012,0.149,0.000,0.591
0.000,0.015,0.114,0.000,0.588
0.000,0.015,0.087,0.000,0.585
0.000,0.009,0.067,0.000,0.583
0.000,0.011,0.063,0.000,0.582
0.000,0.017,0.061,0.000,0.581
0.000,0.029,0.060,0.000,0.580
0.000,0.050,0.060,0.000,0.578
0.000,0.019,0.060,0.000,0.576
0.093,0.016,0.071,0.000,0.574
0.588,0.013,0.159,0.000,0.572
0.854,0.013,0.400,0.000,0.572
0.519,0.024,0.380,0.000,0.572
0.275,0.047,0.378,0.000,0.550
0.118,0.017,0.374,0.000,0.559
0.049,0.013,0.348,0.000,0.487
0.023,0.016,0.321,0.000,0.435
0.013,0.016,0.357,0.000,0.416
0.009,0.014,0.342,0.000,0.397
0.006,0.012,0.307,0.000,0.390
0.005,0.011,0.324,0.000,0.379
0.005,0.015,0.320,0.000,0.376
0.005,0.013,0.327,0.000,0.368
0.004,0.011,0.300,0.000,0.361
0.003,0.011,0.310,0.000,0.332
0.003,0.012,0.330,0.000,0.215
0.003,0.013,0.306,0.000,0.141
0.003,0.017,0.297,0.000,0.090
0.002,0.018,0.294,0.000,0.062
0.002,0.016,0.318,0.000,0.043
0.002,0.013,0.283,0.000,0.029
0.002,0.011,0.286,0.000,0.019
0.003,0.020,0.282,0.000,0.012
0.010,0.030,0.306,0.000,0.010
0.019,0.017,0.282,0.000,0.025
0.014,0.013,0.248,0.000,0.043
0.011,0.015,0.295,0.000,0.034
0.007,0.019,0.274,0.000,0.037
0.005,0.019,0.269,0.000,0.034
0.003,0.017,0.245,0.000,0.028
0.002,0.021,0.271,0.000,0.026
0.001,0.019,0.269,0.000,0.027
0.001,0.038,0.246,0.000,0.026
0.006,0.048,0.238,0.000,0.026
0.030,0.016,0.258,0.000,0.020
0.044,0.016,0.258,0.000,0.019
0.029,0.014,0.237,0.000,0.017
0.016,0.015,0.240,0.000,0.018
0.010,0.018,0.243,0.000,0.017
0.005,0.017,0.241,0.000,0.015
0.003,0.016,0.229,0.000,0.018
0.002,0.012,0.219,0.000,0.016
0.001,0.016,0.252,0.000,0.020
0.001,0.015,0.234,0.000,0.020
0.003,0.012,0.214,0.000,0.028
0.017,0.013,0.235,0.000,0.158
0.043,0.012,0.228,0.000,0.427
0.036,0.013,0.237,0.000,0.249
0.027,0.015,0.201,0.000,0.158
0.018,0.013,0.220,0.000,0.088
0.013,0.014,0.228,0.000,0.048
0.008,0.016,0.217,0.000,0.028
0.006,0.019,0.199,0.000,0.017
0.004,0.015,0.216,0.000,0.021
0.003,0.016,0.227,0.007,0.025
0.004,0.016,0.207,0.171,0.026
0.017,0.017,0.200,0.793,0.038
0.033,0.013,0.205,0.810,0.139
0.019,0.013,0.223,0.619,0.287
0.012,0.016,0.210,0.610,0.739
0.006,0.013,0.179,0.524,0.878
0.003,0.020,0.220,0.479,0.790
0.002,0.020,0.196,0.414,0.701
0.001,0.014,0.202,0.298,0.657
0.001,0.018,0.187,0.224,0.643
0.001,0.021,0.199,0.116,0.638
0.002,0.022,0.215,0.039,0.633
0.009,0.014,0.183,0.012,0.629
0.017,0.019,0.192,0.017,0.624
0.023,0.022,0.195,0.015,0.621
0.018,0.024,0.208,0.014,0.618
0.010,0.017,0.178,0.009,0.616
0.006,0.014,0.196,0.005,0.613
0.003,0.015,0.196,0.001,0.610
0.002,0.021,0.197,0.000,0.608
0.001,0.029,0.187,0.000,0.604
0.001,0.020,0.172,0.000,0.601
0.001,0.024,0.210,0.110,0.598
0.004,0.050,0.187,0.659,0.595
0.010,0.216,0.179,0.902,0.591
0.011,0.376,0.189,0.666,0.587
0.008,0.201,0.192,0.628,0.582
0.004,0.121,0.193,0.533,0.578
0.002,0.086,0.170,0.487,0.572
0.002,0.064,0.180,0.428,0.567
0.001,0.060,0.193,0.326,0.561
0.001,0.057,0.183,0.236,0.555
0.001,0.048,0.167,0.140,0.548
0.001,0.046,0.184,0.048,0.540
0.001,0.048,0.187,0.015,0.494
0.000,0.062,0.170,0.015,0.351
0.000,0.135,0.170,0.015,0.438
0.000,0.270,0.168,0.015,0.571
0.000,0.196,0.189,0.011,0.539
0.000,0.160,0.172,0.006,0.504
0.000,0.148,0.161,0.002,0.493
0.000,0.129,0.188,0.000,0.478
0.000,0.119,0.202,0.000,0.471
0.000,0.110,0.228,0.000,0.464
0.000,0.102,0.271,0.000,0.456
0.000,0.099,0.351,0.000,0.414
0.000,0.093,0.450,0.000,0.302
0.000,0.087,0.470,0.000,0.242
0.000,0.086,0.475,0.000,0.124
0.000,0.079,0.484,0.000,0.078
0.000,0.076,0.477,0.000,0.059
0.000,0.072,0.449,0.000,0.054
0.000,0.073,0.452,0.000,0.036
0.000,0.071,0.449,0.000,0.029
0.000,0.061,0.415,0.000,0.024
0.000,0.062,0.396,0.000,0.018
0.000,0.059,0.431,0.000,0.014
0.000,0.062,0.497,0.000,0.011
0.000,0.076,0.418,0.000,0.007
0.000,0.140,0.368,0.000,0.004
0.000,0.194,0.379,0.000,0.004
0.000,0.131,0.391,0.000,0.003
0.000,0.106,0.365,0.000,0.003
0.000,0.088,0.332,0.000,0.002
0.000,0.077,0.334,0.000,0.002
0.000,0.068,0.338,0.000,0.002
0.000,0.061,0.350,0.000,0.002
0.034,0.059,0.339,0.000,0.006
0.195,0.054,0.325,0.000,0.011
0.268,0.052,0.384,0.000,0.011
0.165,0.055,0.371,0.000,0.017
0.149,0.062,0.399,0.000,0.018
0.132,0.056,0.388,0.000,0.012
0.098,0.058,0.361,0.000,0.008
0.077,0.048,0.342,0.000,0.010
0.053,0.047,0.345,0.000,0.010
0.042,0.044,0.319,0.000,0.005
0.036,0.044,0.305,0.006,0.007
0.035,0.069,0.253,0.074,0.008
0.044,0.190,0.189,0.239,0.079
0.067,0.262,0.234,0.143,0.337
0.047,0.197,0.202,0.048,0.209
0.021,0.146,0.213,0.016,0.102
0.012,0.115,0.209,0.004,0.066
0.008,0.095,0.218,0.001,0.032
0.004,0.085,0.226,0.000,0.019
0.003,0.074,0.224,0.000,0.017
0.002,0.062,0.230,0.000,0.015
0.002,0.053,0.235,0.011,0.015
0.003,0.048,0.255,0.193,0.017
0.013,0.045,0.253,0.775,0.053
0.024,0.036,0.237,0.754,0.231
0.018,0.029,0.259,0.600,0.505
0.010,0.032,0.255,0.595,0.945
0.005,0.033,0.225,0.511,0.931
0.003,0.034,0.183,0.473,0.741
0.002,0.039,0.182,0.399,0.691
0.002,0.038,0.193,0.282,0.742
0.001,0.032,0.184,0.214,0.754
0.001,0.036,0.168,0.103,0.670
0.003,0.036,0.171,0.034,0.618
0.011,0.089,0.185,0.012,0.675
0.018,0.306,0.184,0.017,0.721
0.023,0.315,0.202,0.015,0.670
0.018,0.170,0.179,0.014,0.591
0.010,0.128,0.185,0.009,0.618
0.006,0.102,0.144,0.005,0.680
0.003,0.082,0.108,0.001,0.666
0.002,0.068,0.120,0.000,0.583
0.001,0.065,0.111,0.000,0.578
0.001,0.068,0.099,0.000,0.637
0.003,0.067,0.113,0.000,0.654
0.017,0.065,0.109,0.000,0.590
0.034,0.061,0.107,0.000,0.550
0.024,0.062,0.095,0.000,0.591
0.013,0.056,0.108,0.000,0.630
0.007,0.047,0.105,0.000,0.594
0.005,0.042,0.101,0.000,0.529
0.003,0.043,0.092,0.000,0.551
0.002,0.047,0.102,0.000,0.600
0.002,0.045,0.107,0.000,0.590
0.004,0.046,0.088,0.000,0.523
0.147,0.045,0.098,0.000,0.522
0.738,0.041,0.116,0.000,0.566
0.768,0.055,0.281,0.000,0.530
0.453,0.160,0.577,0.000,0.325
0.227,0.255,0.555,0.000,0.532
0.093,0.186,0.509,0.000,0.775
0.039,0.154,0.468,0.000,0.701
0.019,0.131,0.487,0.000,0.624
0.012,0.114,0.482,0.000,0.580
0.008,0.103,0.459,0.000,0.567
0.006,0.106,0.499,0.000,0.549
0.006,0.093,0.483,0.000,0.519
0.005,0.079,0.433,0.000,0.513
0.005,0.078,0.466,0.000,0.481
0.004,0.069,0.460,0.000,0.360
0.003,0.067,0.424,0.000,0.201
0.003,0.053,0.443,0.000,0.097
0.003,0.052,0.433,0.000,0.061
0.003,0.043,0.417,0.000,0.043
0.003,0.041,0.432,0.000,0.026
0.002,0.035,0.415,0.000,0.022
0.002,0.037,0.410,0.000,0.016
0.002,0.042,0.424,0.064,0.010
0.008,0.047,0.401,0.446,0.009
0.028,0.103,0.399,0.889,0.010
0.026,0.252,0.426,0.684,0.008
0.015,0.239,0.399,0.619,0.007
0.008,0.178,0.384,0.555,0.007
0.004,0.144,0.394,0.488,0.006
